# 	Z	N	A	BE [MeV]		sigma [MeV]
   25  38  63	5.356820619e+02	1.140718087e-01
   25  39  64	5.399938990e+02	1.218822938e-01
   25  40  65	5.459145327e+02	1.302252361e-01
   25  41  66	5.495485635e+02	1.594425338e-01
   25  42  67	5.545077900e+02	2.306867812e-01
   25  43  68	5.577500967e+02	3.301737473e-01
   25  44  69	5.622799421e+02	4.279777977e-01
   25  45  70	5.652502089e+02	5.099471372e-01
   25  46  71	5.694526159e+02	5.744604321e-01
   25  47  72	5.723252983e+02	6.203876036e-01
   26  20  46	3.492272143e+02	4.494918313e-01
   26  21  47	3.657142176e+02	3.349112268e-01
   26  22  48	3.849153746e+02	2.299688690e-01
   26  23  49	4.000779914e+02	1.608614677e-01
   26  24  50	4.178908056e+02	1.401207443e-01
   26  25  51	4.315328321e+02	1.342202248e-01
   26  26  52	4.477469645e+02	1.308476269e-01
   26  27  53	4.584443708e+02	1.217789235e-01
   26  28  54	4.723595766e+02	1.157661419e-01
   26  29  55	4.809366406e+02	1.075647106e-01
   26  30  56	4.922359846e+02	1.073623989e-01
   26  31  57	4.999560140e+02	1.056923618e-01
   26  32  58	5.099310125e+02	1.070928010e-01
   26  33  59	5.164328372e+02	1.049838716e-01
   26  34  60	5.252654357e+02	1.057011721e-01
   26  35  61	5.309346000e+02	1.033592083e-01
   26  36  62	5.389171029e+02	1.054099911e-01
   26  37  63	5.438930049e+02	1.050343963e-01
   26  38  64	5.511536995e+02	1.102586479e-01
   26  39  65	5.556268429e+02	1.140128570e-01
   26  40  66	5.624432474e+02	1.229715103e-01
   26  41  67	5.662013716e+02	1.296550947e-01
   26  42  68	5.721653907e+02	1.606802009e-01
   26  43  69	5.756029693e+02	2.157054693e-01
   26  44  70	5.811874191e+02	2.893329846e-01
   26  45  71	5.843017430e+02	3.721726575e-01
   26  46  72	5.895480611e+02	4.614864586e-01
   26  47  73	5.924767264e+02	5.343623852e-01
   26  48  74	5.975260970e+02	5.807761796e-01
   26  49  75	6.003845490e+02	6.024321215e-01
   27  24  51	4.180070932e+02	1.581310780e-01
   27  25  52	4.324026995e+02	1.366416618e-01
   27  26  53	4.492459082e+02	1.271643160e-01
   27  27  54	4.624386225e+02	1.242302146e-01
   27  28  55	4.770950324e+02	1.131110027e-01
   27  29  56	4.863194044e+02	1.122184912e-01
   27  30  57	4.981993316e+02	1.076978046e-01
   27  31  58	5.066693667e+02	1.115539135e-01
   27  32  59	5.172609953e+02	1.078469498e-01
   27  33  60	5.246364972e+02	1.101852813e-01
   27  34  61	5.340667401e+02	1.056454216e-01
   27  35  62	5.406503536e+02	1.068849681e-01
   27  36  63	5.491675951e+02	1.032073132e-01
   27  37  64	5.550618312e+02	1.056600493e-01
   27  38  65	5.627400151e+02	1.050134775e-01
   27  39  66	5.680631061e+02	1.099507407e-01
   27  40  67	5.751625805e+02	1.132550233e-01
   27  41  68	5.797106102e+02	1.203913382e-01
   27  42  69	5.859344117e+02	1.310883556e-01
   27  43  70	5.902856064e+02	1.489114654e-01
   27  44  71	5.961255041e+02	1.754628099e-01
   27  45  72	6.001939158e+02	2.347314908e-01
   27  46  73	6.056409819e+02	3.202204556e-01
   27  47  74	6.094791503e+02	3.974455358e-01
   27  48  75	6.145818591e+02	4.450891194e-01
   27  49  76	6.182807756e+02	4.695692216e-01
   27  50  77	6.233188186e+02	4.925068366e-01
   28  20  48	3.466210938e+02	6.095667865e-01
   28  21  49	3.644591712e+02	5.427442693e-01
   28  22  50	3.849858329e+02	4.478048494e-01
   28  23  51	4.014651962e+02	3.348094450e-01
   28  24  52	4.205729999e+02	2.313570576e-01
   28  25  53	4.356272019e+02	1.635554729e-01
   28  26  54	4.533239563e+02	1.394614891e-01
   28  27  55	4.673695248e+02	1.284115592e-01
   28  28  56	4.845486779e+02	1.201875848e-01
   28  29  57	4.943002096e+02	1.121780202e-01
   28  30  58	5.068262877e+02	1.121762049e-01
   28  31  59	5.157662222e+02	1.119935604e-01
   28  32  60	5.271460507e+02	1.131462834e-01
   28  33  61	5.350463903e+02	1.110615788e-01
   28  34  62	5.453624064e+02	1.102709855e-01
   28  35  63	5.524304508e+02	1.068943970e-01
   28  36  64	5.618704325e+02	1.060957266e-01
   28  37  65	5.681950645e+02	1.034330488e-01
   28  38  66	5.767884817e+02	1.048533160e-01
   28  39  67	5.824105405e+02	1.046480380e-01
   28  40  68	5.903601826e+02	1.090623181e-01
   28  41  69	5.950491234e+02	1.107010028e-01
   28  42  70	6.021535265e+02	1.185364165e-01
   28  43  71	6.067009793e+02	1.227554157e-01
   28  44  72	6.134820875e+02	1.297316797e-01
   28  45  73	6.177240810e+02	1.484864362e-01
   28  46  74	6.241079655e+02	1.942012925e-01
   28  47  75	6.279829423e+02	2.367989885e-01
   28  48  76	6.338891965e+02	2.642218028e-01
   28  49  77	6.374741360e+02	2.786076557e-01
   28  50  78	6.433668005e+02	3.095232440e-01
   28  51  79	6.445200201e+02	3.665270169e-01
   28  52  80	6.478131083e+02	4.410686442e-01
   29  29  58	4.965968927e+02	1.273428787e-01
   29  30  59	5.098113800e+02	1.198329289e-01
   29  31  60	5.194500053e+02	1.241506436e-01
   29  32  61	5.314927680e+02	1.202635127e-01
   29  33  62	5.401916804e+02	1.222941987e-01
   29  34  63	5.511274150e+02	1.160482925e-01
   29  35  64	5.590026507e+02	1.158905971e-01
   29  36  65	5.689762181e+02	1.091709419e-01
   29  37  66	5.761126960e+02	1.090387974e-01
   29  38  67	5.851475444e+02	1.040056070e-01
