# 	N	Z	means				covs
	10 	5 	4.405886040e+00 	-5.413900450e-02
	7 	9 	1.818840377e+00 	-5.150993048e-02
	9 	9 	-1.538143125e+00 	-7.348715184e-02
	13 	7 	6.728027272e+00 	-5.683654088e-02
	9 	12 	-1.467206318e+00 	-8.032213754e-02
	10 	13 	-6.773893995e-01 	-6.601404395e-02
	13 	12 	-1.566421626e+00 	-8.597899903e-02
	15 	12 	-1.534252624e+00 	-8.217468412e-02
	17 	12 	-1.602493138e+00 	-8.679760775e-02
	14 	16 	1.693750093e-01 	-7.598784532e-02
	19 	13 	-8.202397763e-01 	-8.491385678e-02
	17 	16 	-7.162049407e-01 	-7.815483157e-02
	22 	13 	7.939510366e-01 	-7.353926536e-02
	19 	17 	-8.619805383e-01 	-8.239094929e-02
	23 	15 	-9.677123664e-01 	-8.626659356e-02
	19 	20 	-1.302127023e-01 	-8.073541838e-02
	23 	18 	-5.375813476e+00 	-8.252234995e-02
	21 	21 	-1.844893740e+00 	-7.266598403e-02
	28 	16 	5.126300324e+00 	-6.903826365e-02
	23 	22 	-3.660258507e+00 	-7.925525850e-02
	29 	18 	4.639170749e+00 	-8.024176130e-02
	27 	21 	-1.479558740e+00 	-8.102436848e-02
	25 	24 	-1.281774369e+00 	-7.824238248e-02
	24 	26 	-3.077411369e-01 	-6.620592451e-02
	33 	19 	7.589203932e+00 	-5.034512660e-02
	32 	21 	1.678429459e+00 	-6.257000069e-02
	30 	24 	-1.544321490e+00 	-8.161735191e-02
	27 	28 	3.670016937e+00 	-7.699188190e-02
	31 	26 	-8.461728505e-01 	-8.824617300e-02
	29 	29 	4.301523341e+00 	-7.707774939e-02
	33 	27 	-1.589201389e+00 	-8.118830400e-02
	30 	31 	2.324739475e+00 	-7.461836254e-02
	36 	27 	-2.654043162e+00 	-8.364918151e-02
	35 	29 	-1.894239655e+00 	-8.592190852e-02
	34 	31 	-1.375568540e+00 	-9.643285737e-02
	34 	32 	-1.538059145e+00 	-9.118102350e-02
	40 	28 	-1.176571679e+00 	-8.141952231e-02
	38 	31 	-3.910701542e+00 	-8.573161331e-02
	37 	33 	-3.846811083e+00 	-7.644223124e-02
	36 	35 	-2.076431779e+00 	-6.568496773e-02
	45 	28 	2.744259360e+00 	-5.921413062e-02
	44 	30 	-8.115043248e-01 	-7.725630681e-02
	44 	31 	-2.021819273e+00 	-9.590891019e-02
	44 	32 	-2.993700057e+00 	-9.783395266e-02
	44 	33 	-3.764102005e+00 	-9.610311430e-02
	44 	34 	-4.392080352e+00 	-9.791886223e-02
	44 	35 	-4.898627447e+00 	-9.260008350e-02
	45 	35 	-4.467082933e+00 	-8.949193439e-02
	46 	35 	-3.533716562e+00 	-8.789412324e-02
	48 	34 	-3.217809592e-01 	-9.486042994e-02
	49 	34 	7.901266631e-01 	-9.855826559e-02
	49 	35 	5.137160239e-01 	-9.380841837e-02
	50 	35 	1.236109330e+00 	-1.017504321e-01
	51 	35 	1.417919536e+00 	-9.703158273e-02
	52 	35 	1.245002838e+00 	-9.446771365e-02
	53 	35 	9.907681252e-01 	-9.635333066e-02
	53 	36 	5.704961516e-01 	-1.015242300e-01
