# 	N	Z	means				covs
	10 	5 	1.076744494e+00 	2.258470442e-02
	7 	9 	-1.950824480e-01 	2.092450533e-02
	9 	9 	-1.888998490e+00 	1.986882853e-02
	13 	7 	-1.249546173e-01 	2.240730116e-02
	9 	12 	-8.438064657e-02 	1.794435340e-02
	10 	13 	5.259161760e-01 	1.764908453e-02
	13 	12 	2.799130810e-01 	1.699286754e-02
	15 	12 	4.464503568e-01 	1.287370449e-02
	17 	12 	3.898308876e-01 	1.541303490e-02
	14 	16 	-3.188938382e-01 	2.130191542e-02
	19 	13 	3.595837868e-01 	1.759608257e-02
	17 	16 	-2.624741288e-02 	1.737976734e-02
	22 	13 	3.003272567e-01 	2.009091692e-02
	19 	17 	6.964123628e-01 	1.825679630e-02
	23 	15 	-2.273746505e-01 	2.004838190e-02
	19 	20 	-1.154888397e-01 	1.968286735e-02
	23 	18 	-7.966039410e-01 	2.119159617e-02
	21 	21 	-1.068606564e+00 	1.535886823e-02
	28 	16 	-2.172249574e+00 	2.133863724e-02
	23 	22 	-8.588157954e-01 	1.685735607e-02
	29 	18 	3.961325397e-01 	2.026472071e-02
	27 	21 	-7.065279168e-02 	2.106295518e-02
	25 	24 	4.906873827e-01 	1.911595736e-02
	24 	26 	4.503569876e-01 	2.083896034e-02
	33 	19 	2.856385284e+00 	2.151699081e-02
	32 	21 	1.854886165e+00 	2.083839848e-02
	30 	24 	2.434335786e-01 	1.910685918e-02
	27 	28 	-1.428193999e+00 	1.921765109e-02
	31 	26 	1.543201187e-01 	1.560352104e-02
	29 	29 	-1.137354537e+00 	1.665778124e-02
	33 	27 	4.199535823e-01 	1.607766548e-02
	30 	31 	-7.167076067e-01 	2.051428871e-02
	36 	27 	3.372833196e-01 	2.009251342e-02
	35 	29 	4.657046003e-01 	1.698325977e-02
	34 	31 	1.766316733e-01 	1.254092918e-02
	34 	32 	8.809454215e-02 	1.557125348e-02
	40 	28 	-1.877915661e-01 	2.167210904e-02
	38 	31 	2.237810815e-01 	1.934826457e-02
	37 	33 	5.536155924e-02 	1.787294959e-02
	36 	35 	7.351674123e-02 	2.152046638e-02
	45 	28 	-7.472368438e-01 	2.155624875e-02
	44 	30 	2.920474983e-02 	1.296928766e-02
	44 	31 	2.594107925e-01 	9.084994927e-03
	44 	32 	3.249253741e-01 	8.613088646e-03
	44 	33 	2.452613222e-01 	9.315872424e-03
	44 	34 	7.671180921e-02 	8.617254858e-03
	44 	35 	-1.156524002e-01 	1.319693387e-02
	45 	35 	-2.636989164e-02 	8.018797922e-03
	46 	35 	-1.070524643e-02 	1.153050056e-02
	48 	34 	-2.864657117e-01 	1.124469813e-02
	49 	34 	-5.810619596e-01 	1.111606646e-02
	49 	35 	-4.669435414e-01 	9.582647985e-03
	50 	35 	-6.017068289e-01 	7.338911194e-03
	51 	35 	-6.128628888e-01 	6.586047629e-03
	52 	35 	-4.936962728e-01 	7.081775321e-03
	53 	35 	-3.007665729e-01 	1.313248500e-02
	53 	36 	2.310896513e-02 	7.322755230e-03
	53 	37 	2.472808045e-01 	1.273416131e-02
	54 	37 	2.643446118e-01 	7.116040161e-03
	55 	37 	1.510449116e-01 	6.845113191e-03
	56 	37 	-8.451636892e-02 	8.078273689e-03
	57 	37 	-3.762248277e-01 	1.095311493e-02
	59 	36 	-7.252231092e-01 	2.082881188e-02
	49 	46 	7.674799411e-01 	2.102534397e-02
	51 	45 	7.144170388e-01 	1.673770314e-02
	53 	44 	4.032174123e-01 	1.213736046e-02
	54 	44 	2.932218715e-01 	1.353361596e-02
	57 	42 	-7.823035326e-01 	2.062949839e-02
	60 	40 	-9.494611105e-01 	1.789783628e-02
	62 	39 	-2.925806694e-01 	1.613003030e-02
	64 	38 	-9.455938502e-02 	2.064604219e-02
	54 	48 	6.030592853e-01 	2.031929717e-02
	56 	47 	5.203035884e-01 	1.529650322e-02
	58 	46 	3.618761526e-01 	1.420210591e-02
	60 	45 	9.386587471e-02 	1.394388518e-02
	62 	44 	-1.240581270e-01 	1.436916610e-02
	64 	43 	-2.546008739e-01 	1.840842926e-02
	67 	41 	-9.125580508e-01 	2.172826599e-02
	57 	51 	4.710624741e-01 	1.981173763e-02
	59 	50 	1.680666355e-01 	1.758905716e-02
	62 	48 	2.296916551e-01 	1.935446170e-02
	65 	46 	-2.297744765e-01 	1.942445922e-02
	68 	44 	-1.727775395e-01 	2.106927431e-02
	58 	54 	9.778349717e-01 	2.234246649e-02
	62 	51 	4.585745789e-01 	2.059483748e-02
	65 	49 	-1.122571265e-01 	1.693306894e-02
	67 	48 	-5.397784052e-01 	1.364511727e-02
	69 	47 	-4.870520212e-01 	1.074247050e-02
	70 	47 	-4.113148391e-01 	1.176304635e-02
	72 	46 	-2.145754566e-01 	1.622828976e-02
	74 	45 	-3.454697303e-01 	2.098161029e-02
	64 	55 	9.300749552e-01 	1.527691281e-02
	65 	55 	8.657707977e-01 	7.967360405e-03
	66 	55 	7.867147162e-01 	7.204776547e-03
	67 	55 	7.066593957e-01 	7.626801100e-03
	68 	55 	6.367174124e-01 	1.083512208e-02
	68 	56 	9.712651041e-01 	1.167069978e-02
	69 	56 	9.053321579e-01 	7.780844381e-03
