 # Proton Neutron  Total Binding Energy [MeV]
           8           6   97.985313171884613        9.9748336451407030E-002
          10           6   95.578375522123693       0.12535596104576910     
           8           7   111.78869552978126        9.4770517478362695E-002
          10           7   113.23110598452159        8.7926177905688838E-002
           8           8   127.98077834979006       0.10958305810581452     
           9           8   129.02126639734570        8.8987862360759395E-002
          10           8   133.05584429648491        9.5517578311050469E-002
          12           8   133.58152583473154       0.10990942909027061     
          14           8   132.02054697463862       0.14779157802101367     
           8           9   132.85269568278028        8.5802900332479087E-002
           9           9   139.59099769612993        8.6591016521911590E-002
          10           9   145.48992983898677        7.9034554300290688E-002
          11           9   146.00732422063078        8.1729354971329007E-002
          12           9   149.28173538277869        8.7030907983308994E-002
          14           9   150.54081777608701       0.10771014584591970     
           8          10   141.10839922864602        8.9204212885768339E-002
           9          10   149.68837061983686        7.5170917075524424E-002
          10          10   160.97506659844902        9.2471008018829792E-002
          11          10   162.75710430372081        8.4247522697599719E-002
          12          10   167.83668215968450        9.8442947503835407E-002
          13          10   168.18070884191565        9.0260998381097649E-002
          14          10   171.84520889933165       0.10145587101328234     
           8          11   144.41380227645718        7.5154741393613833E-002
           9          11   154.77770714490677        7.3332635006821800E-002
          10          11   167.30913852291047        8.0408536720258647E-002
          11          11   174.05777984068311        9.2601280248289980E-002
          12          11   180.71269026376933        9.3587847814508449E-002
          13          11   182.60155927320369        9.3275606285146861E-002
          14          11   187.49990399727378        8.6634189552217702E-002
          16          11   186.73616617778669       0.10785438974222360     
           8          12   151.25793062906430        9.6146412449546151E-002
           9          12   163.00131887382136        7.4095650438696245E-002
          10          12   177.30035812325806        9.1523920829460578E-002
          11          12   185.60665455414778        8.9968863168806354E-002
          12          12   196.98100595717580       0.10580428275407645     
          13          12   199.96727533189014        9.4285734270458402E-002
          14          12   206.37939354661239        9.4262643231445717E-002
          16          12   208.03955580794363       0.10080684840602096     
           8          13   154.26191807631275        9.7486272403040544E-002
           9          13   167.73010290594468        7.6202416091667807E-002
          10          13   182.91936624457873        7.7249329148069021E-002
          11          13   192.73699761596748        8.5241839139292855E-002
          12          13   205.19289777297300        9.0581809052473428E-002
          13          13   212.55523947136092        9.3901739795760233E-002
          14          13   220.30442678337107        8.2763092750695239E-002
          15          13   221.26693271436528        8.3349436887765804E-002
          16          13   224.35042675237145        8.7688450495019721E-002
          18          13   223.63061595023007       0.10392857989794058     
           8          14   160.89894217588389       0.12862950259195327     
           9          14   175.29666712404924        8.5879251291609546E-002
          10          14   192.22427789528811        8.4769698319488967E-002
          11          14   203.22797275717127        7.2455808110090184E-002
          12          14   217.16747964678348        8.6531895039826931E-002
          13          14   225.85255752244399        7.8479208035969777E-002
          14          14   237.77590878266818        8.5042975355551539E-002
          15          14   239.63454800945775        8.0155744631249734E-002
          16          14   244.00720494557714        9.4161696474687265E-002
          18          14   245.48684326542070       0.10352031431334326     
          20          14   243.35953981319705       0.11862304784255105     
           8          15   161.84470330280854       0.16002071471182672     
           9          15   177.98720373680169       0.11388307077083464     
          10          15   195.51633664664175        8.7063210419439055E-002
          11          15   208.01691486080469        7.2474391105779912E-002
          12          15   222.74489191491080        6.8778396160414285E-002
          13          15   232.69054593366337        7.3746554824174956E-002
          14          15   245.49697784726979        7.5647950863790378E-002
          15          15   251.29276028731593        9.6486081123685438E-002
          16          15   256.88154714964810       0.10170252880780938     
          17          15   257.58855908841070       0.10943987567977229     
          18          15   260.65354984745738       0.10573375185687360     
          20          15   260.74665541238079       0.10815669730301562     
           8          16   164.97544194940448       0.20354151477538682     
           9          16   181.89736992506960       0.14442111947688846     
          10          16   201.25515633595515       0.11549905637056251     
          11          16   214.71083170057466        8.3364717174391478E-002
          12          16   230.97602442650330        8.2222654446724872E-002
          13          16   241.98027768946810        7.2513217580219072E-002
          14          16   256.05087175247479        8.5952521370719237E-002
          15          16   263.05082382507396        9.8014574923065367E-002
          16          16   272.45310194412014       0.11269187473149492     
          17          16   274.08975740062658       0.11163087904117075     
          18          16   278.39548552529232       0.11267331051308166     
          20          16   280.60084155691317       0.10832256369846967     
           9          17   183.06758231949965       0.16675151640622859     
          10          17   202.89087256551943       0.12506692241041067     
          11          17   217.93586770635105        9.4201329353119298E-002
          12          17   234.84856416694083        7.9254427239808786E-002
          13          17   247.20741960430203        7.6790736692088385E-002
          14          17   262.02826339496795        8.0120061136937440E-002
          15          17   270.23819381790707       0.10172608813043335     
          16          17   280.55909643792535       0.10809287439816571     
          17          17   285.81017687831275       0.11587259803089520     
          18          17   291.23949904818738       0.10833143630577695     
          19          17   292.15666894749808       0.10848949711114579     
          20          17   295.55903378956009       0.10140299784967827     
          22          17   294.95279888331106       0.10321976860114372     
           8          18   165.89097414577901       0.26068165080606071     
           9          18   185.28157891288490       0.18791508614850749     
          10          18   207.02550581699552       0.14626141082001079     
          11          18   222.86751976169705       0.10415365880421171     
          12          18   241.41060680824910        9.2268461587358117E-002
          13          18   254.67363603718778        7.5237140512580111E-002
          14          18   270.86156597752068        8.3835278872446559E-002
          15          18   280.09777149038382        9.2396381759814600E-002
          16          18   291.63820058196779       0.10512682010455400     
          17          18   298.00267458716468       0.10444651633132998     
          18          18   306.93447086217139       0.10566400746512336     
          19          18   308.72319274165920        9.8806943208372647E-002
          20          18   313.25875339900102        9.8863974476719449E-002
          22          18   314.59842878382551        9.9759697127867170E-002
          24          18   312.99645833464990       0.11412042493584755     
           9          19   185.54948704303709       0.20757417868830366     
          10          19   207.62654856774853       0.15625839265052921     
          11          19   225.12522030184235       0.11537205238999314     
