9.092883438164028220e+00 2.749397849105812863e+00 2.724089771005504534e+00
8.746177934405245935e+00 2.671645275849041656e+00 2.687710705421910262e+00
8.758739648634437103e+00 2.753243390647437838e+00 2.761418816798367093e+00
8.862233871414860076e+00 2.699738784116764823e+00 2.720511990115115353e+00
9.103587450271163561e+00 2.746595026445419307e+00 2.748580432764029080e+00
9.008531413037680124e+00 2.772175147630862924e+00 2.765695028139441458e+00
8.525529453416325509e+00 2.750589024757004619e+00 2.744901672428780692e+00
9.843327963595449148e+00 2.767820894692609723e+00 2.775732578804159356e+00
8.182164491817331964e+00 2.662511268302210521e+00 2.653116441808512693e+00
9.413742152315846212e+00 2.738434809436903983e+00 2.711721114417347422e+00
8.764541329916076151e+00 2.728335544373607036e+00 2.697515064282283603e+00
8.521516304495348137e+00 2.687983690772134615e+00 2.650128304771266485e+00
9.805635891368078561e+00 2.737782773063150543e+00 2.692933155852508698e+00
8.319517844119527439e+00 2.739548698258569281e+00 2.686790215463819909e+00
8.319517844119527439e+00 2.739548698258569281e+00 2.686790215463819909e+00
1.195481139983383301e+01 2.782864163680703218e+00 2.757006306317224098e+00
8.781648124306938641e+00 2.711216286277716048e+00 2.656141817981832798e+00
9.831131529678744485e+00 2.772042023207092587e+00 2.718028964017092264e+00
9.831131529678744485e+00 2.772042023207092587e+00 2.718028964017092264e+00
8.409811742892767228e+00 2.726475536693739876e+00 2.652204198752705189e+00
1.044763675977441686e+01 2.808423000692607641e+00 2.743305009789530846e+00
9.530446695830155690e+00 2.772298838522595510e+00 2.706518640499786965e+00
1.018955441224158776e+01 2.814036136398216925e+00 2.748883310634968602e+00
1.095991145363386110e+01 2.844166617138110809e+00 2.783332430978893157e+00
9.229608680035063628e+00 2.801961588212761978e+00 2.722840026067805397e+00
8.841465451789684238e+00 2.767119748733547713e+00 2.678990591409687205e+00
9.595841225521791529e+00 2.806050248459124763e+00 2.724515716606802140e+00
9.321610435912990766e+00 2.758813250252968974e+00 2.664392710361341177e+00
9.321610435912990766e+00 2.758813250252968974e+00 2.664392710361341177e+00
7.972511416657578565e+00 2.690961817585649563e+00 2.619837328351567685e+00
1.160994825490428362e+01 2.881221769669350952e+00 2.807566635223431639e+00
7.796427030553370940e+00 2.748856589117839810e+00 2.645520409349145119e+00
