3.969065580415828132e-01 2.530548628376493969e+00 1.858178565545757444e+00
4.080027862854536114e-01 2.588664984023095972e+00 1.915293508954526880e+00
3.829335498621330713e-01 2.462566552983578294e+00 1.886280117439205206e+00
3.974481016827496882e-01 2.611935784158014417e+00 1.851039891772721768e+00
4.494985618241282288e-01 2.604682102705043079e+00 1.883194829687705019e+00
3.508864470919529910e-01 2.494322703670210029e+00 1.837912781847201193e+00
4.539801698029384269e-01 2.531193450563456349e+00 2.042212225714808760e+00
3.555222227631087417e-01 2.525477572142028837e+00 1.722403478779086061e+00
4.550649068516161022e-01 2.706217417389217950e+00 1.827957946357137597e+00
3.536223683566818710e-01 2.393008302696784995e+00 1.742152689583437830e+00
4.701604906043138632e-01 2.633813524878941603e+00 1.959212550184626922e+00
4.701604906043138632e-01 2.633813524878941603e+00 1.959212550184626922e+00
3.420403082855721366e-01 2.568809026784203198e+00 1.801854027666612401e+00
4.738043477556611593e-01 2.601945421301583128e+00 1.971402076533373071e+00
3.522457041760702068e-01 2.538531908285705185e+00 1.659819192694451218e+00
5.114766695439030286e-01 2.566814178451317208e+00 1.944951150017376396e+00
3.293494843753700940e-01 2.538178033734939554e+00 1.820645412021812515e+00
4.790285481446886484e-01 2.729025007134891823e+00 1.918442962829014942e+00
3.356459855364424261e-01 2.497064788335967567e+00 1.713996246904550880e+00
4.644094547615831292e-01 2.552543170974581610e+00 2.004404081926433712e+00
3.419140065990624588e-01 2.474528937137607354e+00 1.698747362992111487e+00
4.534411875313102969e-01 2.549687021000203835e+00 1.958769605730790397e+00
3.699606102649699579e-01 2.525669659430725744e+00 1.840190460168546815e+00
4.366346924377711436e-01 2.523407050185529688e+00 1.902384083053670238e+00
3.815990845749231974e-01 2.584745665387773172e+00 1.776736458789736295e+00
3.965226797008497006e-01 2.511303376939313381e+00 1.936992674630710898e+00
3.985644167874344834e-01 2.526737453146154611e+00 1.755233061307403419e+00
4.506098311870763706e-01 2.590893872683176724e+00 1.917134997945610930e+00
3.571399886541556379e-01 2.664479478616376351e+00 1.787626573900011451e+00
4.436135828063862974e-01 2.549424710241094960e+00 1.952128102151811539e+00
4.065172184028750246e-01 2.536690026013484367e+00 1.847041198764052927e+00
4.284010090826717021e-01 2.569997286321062280e+00 1.833939121383890258e+00
3.657337441464284522e-01 2.418584230584748695e+00 1.804640091127398760e+00
4.340896408249774741e-01 2.653574088737379544e+00 1.951640813130981700e+00
3.672683794043359318e-01 2.585615422073849423e+00 1.775321559419873907e+00
4.048543192851626338e-01 2.563951187207913929e+00 1.890340759164976348e+00
4.049162027555161525e-01 2.532552058618430024e+00 2.020370661994572270e+00
3.934341772800606929e-01 2.525297103755522521e+00 1.931150960713247544e+00
4.415048997764038363e-01 2.610909949515715756e+00 1.951026372758993599e+00
3.543075067833381664e-01 2.547873047780492950e+00 1.934505239133001320e+00
4.470312706900935185e-01 2.540930056517480828e+00 1.900120232835355472e+00
3.607225349023188699e-01 2.512682126760548140e+00 1.827291478375013378e+00
4.607504927686209562e-01 2.652187132298846617e+00 1.878213091292799231e+00
3.332586617189040035e-01 2.479812532096410838e+00 1.730411052857839582e+00
3.332586617189040035e-01 2.479812532096410838e+00 1.730411052857839582e+00
4.879944319264387653e-01 2.679107399722412186e+00 1.979147102058184116e+00
3.539906262822328231e-01 2.549045354403148611e+00 1.813529932531685596e+00
4.532398290759315218e-01 2.556740419550456611e+00 2.122048490987687330e+00
3.518278877659409831e-01 2.473114686189015199e+00 1.693521843062218757e+00
4.457494041267979212e-01 2.630071278895701248e+00 1.866685556117973821e+00
3.701463207085198825e-01 2.541079615605720043e+00 1.790463374391612517e+00
4.254606264740091737e-01 2.559669096493817797e+00 1.964170919013249472e+00
3.818518475008280677e-01 2.585072851714517395e+00 1.912889708578328518e+00
3.874981040939140531e-01 2.507089857959268642e+00 1.874497340911905674e+00
4.007384554257338305e-01 2.521633725394290870e+00 1.860996798851592304e+00
4.269830908215354048e-01 2.521097984467258524e+00 1.851296477431619181e+00
3.539424673331981186e-01 2.490620195315893959e+00 1.943676908419907035e+00
4.424676936138592365e-01 2.539022712234643819e+00 1.810054534623837474e+00
3.554792757961965921e-01 2.517449886280027638e+00 1.824479883139291214e+00
4.493982309050363888e-01 2.566449781170686339e+00 1.905060225507369198e+00
3.790817512112810705e-01 2.500146434558497610e+00 1.922042549599231265e+00
4.190070139831286733e-01 2.562224748541170438e+00 1.786857323139963816e+00
4.035235797482230602e-01 2.532428827582114295e+00 1.819088445276057842e+00
4.083160587683488107e-01 2.444516982064353527e+00 2.010938071267669436e+00
3.914941248337962532e-01 2.579865123388758619e+00 1.706883344622531995e+00
4.218142352043369181e-01 2.581390310603461913e+00 1.851557808037102903e+00
4.264321579052974820e-01 2.574042989133538573e+00 1.893143437948400010e+00
3.554322602191190006e-01 2.571161728231304622e+00 1.883525856348560401e+00
4.344482763400442926e-01 2.576331582937107179e+00 1.928878262753884965e+00
4.344482763400442926e-01 2.576331582937107179e+00 1.928878262753884965e+00
3.446975539191500237e-01 2.463862879205211520e+00 1.943807064041935595e+00
4.209786984278302002e-01 2.696319739983614294e+00 1.694827295092639075e+00
4.025958337242265817e-01 2.589930906339442451e+00 1.597835243528964888e+00
3.909965016322286546e-01 2.550733570514703175e+00 1.838574210343973059e+00
4.552556385471489553e-01 2.630414686930012014e+00 1.971954678138934103e+00
3.924019453594643214e-01 2.530966041450484649e+00 1.750692976137681045e+00
4.429067274512779040e-01 2.425688856310808994e+00 2.027020162653385693e+00
2.512981159985623325e-01 2.293624577852047874e+00 1.337577047820065479e+00
2.512981159985623325e-01 2.293624577852047874e+00 1.337577047820065479e+00
3.122295020243989749e-01 2.469922644718183236e+00 1.268961985884248911e+00
3.121279303914219483e-01 2.410151304089679147e+00 9.212126485305258683e-01
3.206479116706905663e-01 2.634467494967251078e+00 1.019798853876930478e+00
3.206479116706905663e-01 2.634467494967251078e+00 1.019798853876930478e+00
3.512719731726771100e-01 2.578467608973893377e+00 1.045765132393719599e+00
3.228311988272051791e-01 2.578220812742359147e+00 1.041418469895073251e+00
3.556141598222500866e-01 2.590411928271712405e+00 1.059333776207547428e+00
3.545602029708957437e-01 2.586463264540201479e+00 1.050490494103111017e+00
3.511425616191657384e-01 2.558258086819168664e+00 1.045478606375111141e+00
3.394013607967368840e-01 2.633949512138400895e+00 1.033439166139448195e+00
3.110300278983686439e-01 2.450755591057562910e+00 1.019304584088054355e+00
3.110300278983686439e-01 2.450755591057562910e+00 1.019304584088054355e+00
3.419816165356988624e-01 2.639984751702689536e+00 1.037650861189241214e+00
3.204280120241955188e-01 2.548657592265454408e+00 1.035396081554997405e+00
3.068170663382971952e-01 2.493016155471222906e+00 1.025598054617445465e+00
2.910185662276826846e-01 2.509712605436856592e+00 1.026334335480100446e+00
2.944683653808244372e-01 2.538654519409810906e+00 1.036811011122711568e+00
2.944683653808244372e-01 2.538654519409810906e+00 1.036811011122711568e+00
2.987358962591838418e-01 2.520176995898059324e+00 1.046831588961493864e+00
3.010814336589641704e-01 2.476974973256055090e+00 1.031330030624870941e+00
3.114044087715429621e-01 2.610226650796951375e+00 1.029454239207316268e+00
